,Stage Name,Full Name,Korean Name,K. Stage Name,Date of Birth,Group,Country,Height,Weight,Birthplace,Gender,Instagram,Birth,age,birth year
1507,2Soul,Kim Younghoon,김영훈,이솔,9/10/1997,7 O'clock,South Korea,172,55,,M,,1997-09-10,25,1997
1508,Jeonggyu,Lim Jeonggyu,임정규,정규,11/5/1997,7 O'clock,South Korea,181,62,,M,,1997-11-05,25,1997
1509,Taeyoung,Kim Taeyoung,김태영,태영,6/18/1999,7 O'clock,South Korea,0,0,,M,,1999-06-18,23,1999
1510,Rui,Jang Rui,장루이,루이,3/7/2000,7 O'clock,South Korea,178,63,Seoul,M,,2000-03-07,22,2000
1511,Geonu,Lee Geonwoo,이건우,건우,2/2/2001,JUST B,South Korea,176,0,,M,,2001-02-02,21,2001
1512,Bain,Song Byeonghee,송병희,배인,5/4/2001,JUST B,South Korea,0,0,,M,,2001-05-04,21,2001
1513,Lim Jimin,Lim Jimin,임지민,임지민,5/22/2001,JUST B,South Korea,178,59,,M,,2001-05-22,21,2001
1514,JM,Chu Jimin,추지민,지민,10/11/2001,JUST B,South Korea,173,0,,M,,2001-10-11,21,2001
1515,Sangwoo,Kim Sangwoo,김상우,상우,9/3/2002,JUST B,South Korea,0,0,,M,,2002-09-03,20,2002
1516,E.Ji,Choi Jiwon,최지원,이지,11/8/2000,ICHILLIN',South Korea,0,0,,F,,2000-11-08,22,2000
1517,Jackie,Kang Chaeyeon,강채연,재키,11/17/2001,ICHILLIN',South Korea,0,0,Los Angeles,F,,2001-11-17,21,2001
1518,Joonie,Park Junhee,박준희,주니,5/24/2002,ICHILLIN',South Korea,0,0,,F,,2002-05-24,20,2002
1519,Chaerin,Park Chaerin,박채린,채린,3/31/2003,ICHILLIN',South Korea,0,0,,F,,2003-03-31,19,2003
1520,Sohee,Uhm Sohee,음소희,소희,1/1/2004,ICHILLIN',South Korea,0,0,,F,,2004-01-01,18,2004
1521,Yeju,Kim Yeju,김예주,예주,2/1/2004,ICHILLIN',South Korea,0,0,,F,,2004-02-01,18,2004
1522,Chowon,Kim Chowon,김초원,초원,8/18/2005,ICHILLIN',South Korea,0,0,,F,,2005-08-18,17,2005
1523,Steven,Kim Steven,킴 스티븐,스티븐,1/17/2000,Luminous,South Korea,176,57,Sydney,M,,2000-01-17,22,2000
1524,Suil,Ma Suil,마수일,수일,3/30/1999,Luminous,South Korea,170,50,Gwangju,M,,1999-03-30,23,1999
1525,Youngbin,Jeong Youngbin,정영빈,영빈,10/5/1998,Luminous,South Korea,172,55,Seongju,M,,1998-10-05,24,1998
1526,Woobin,Jeong Woobin,정우빈,우빈,4/1/2000,Luminous,South Korea,0,0,Busan,M,,2000-04-01,22,2000
1527,Eunchae,Son Eunchae,손은채,은채,10/6/1999,bugAboo,South Korea,154,38,Pohang,F,,1999-10-06,23,1999
1528,Yoona,Ogura Yuuna,오구라 유우나,유우나,10/13/2000,bugAboo,Japan,0,0,Sapporo,F,,2000-10-13,22,2000
1529,Rainie,Chu Chingyu,주칭위,레이니,11/16/2000,bugAboo,Taiwan,0,0,,F,,2000-11-16,22,2000
1530,Cyan,Lee Chaeeun,이채은,시안,4/4/2001,bugAboo,South Korea,0,0,Sanbon,F,,2001-04-04,21,2001
1531,Choyeon,Kim Choyeon,김초연,초연,8/1/2001,bugAboo,South Korea,164,44,,F,,2001-08-01,21,2001
1532,Zin,Jin Hyunbin,진현빈,지인,8/31/2001,bugAboo,South Korea,0,0,,F,,2001-08-31,21,2001
1533,Moon Sua,Moon Sua,문수아,문수아,9/9/1999,Billlie,South Korea,167,47,Cheongju,F,,1999-09-09,23,1999
1534,Suhyeon,Kim Suhyun,김수현,수현,1/15/2000,Billlie,South Korea,161,45,Daegu,F,,2000-01-15,22,2000
1535,Haram,Kim Haram,김하람,하람,1/13/2001,Billlie,South Korea,161,45,,F,,2001-01-13,21,2001
1536,Tsuki,Fukutomi Tsuki,후쿠토미 츠키,츠키,9/21/2002,Billlie,Japan,0,0,,F,,2002-09-21,20,2002
1537,Siyoon,Kim Siyoon,김시윤,시윤,2/16/2005,Billlie,South Korea,168,0,,F,,2005-02-16,17,2005
1538,Haruna,Osato Haruna,오사토 하루나,하루나,1/30/2006,Billlie,Japan,0,0,,F,,2006-01-30,16,2006
1539,Wish,Kwak Dawit,곽다윗,위시,6/11/2002,EPEX,South Korea,184,69,,M,,2002-06-11,20,2002
1540,Keum,Keum Donghyun,금동현,금,5/14/2003,EPEX,South Korea,176,57,Okcheon,M,,2003-05-14,19,2003
1541,Mu,Suh Kyungmin,서경민,뮤,9/14/2003,EPEX,South Korea,184,63,,M,,2003-09-14,19,2003
1542,A-min,Cho Minwoo,조민우,아민,5/22/2004,EPEX,South Korea,175,54,Namyangju,M,,2004-05-22,18,2004
1543,Baek Seung,Kim Hyunwoo,김현우,백승,10/5/2004,EPEX,South Korea,186,64,Seoul,M,,2004-10-05,18,2004
1544,Ayden,Kwon Yejun,권예준,에이든,1/24/2005,EPEX,South Korea,174,55,,M,,2005-01-24,17,2005
1545,Yewang,Seo Yewang,서예왕,예왕,3/12/2005,EPEX,South Korea,180,64,,M,,2005-03-12,17,2005
1546,Jeff,Lee Jaeho,이재호,제프,4/21/2005,EPEX,South Korea,179,61,,M,,2005-04-21,17,2005
1547,Youngheun,Go Youngheun,고영흔,영흔,11/20/1994,Blackswan,South Korea,0,0,,F,,1994-11-20,28,1994
1548,Fatou,Fatou Samba,파투 삼바,파투,3/23/1995,Blackswan,Belgium,173,0,Yoff,F,,1995-03-23,27,1995
1549,Judy,Kim Dahye,김다혜,주디,5/16/1995,Blackswan,South Korea,0,0,,F,,1995-05-16,27,1995
1550,Leia,Larissa Kartes,라리사 카르치스,레아,5/14/2001,Blackswan,Brazil,0,0,Curitiba,F,,2001-05-14,21,2001
1551,Lee Jin,Shim Yerin,심예린,이진,3/12/2001,Hi-L,South Korea,0,0,,F,,2001-03-12,21,2001
1552,Soojung,Hwang Soojung,황수정,수정,5/10/2001,Hi-L,South Korea,169,47,Yongin,F,,2001-05-10,21,2001
1553,Dakyung,Jung Dakyung,정다경,다경,7/23/2001,Hi-L,South Korea,0,0,,F,,2001-07-23,21,2001
1554,JooA,Lee Juhyun,이주현,주아,3/4/2002,Hi-L,South Korea,173,0,,F,,2002-03-04,20,2002
1555,Hayun,Choi Hayun,최하윤,하윤,1/16/2004,Hi-L,South Korea,0,0,Seoul,F,,2004-01-16,18,2004
1556,Yeseul,Kim Yeseul,김예슬,예슬,3/24/2004,Hi-L,South Korea,0,0,,F,,2004-03-24,18,2004
1557,Sullyoon,Seol Yoona,설윤아,설윤,1/26/2004,NMIXX,South Korea,0,0,,F,,2004-01-26,18,2004
1558,Jinni,Choi Yujin,최윤진,지니,4/16/2004,NMIXX,South Korea,0,0,,F,,2004-04-16,18,2004
1559,Bae,Bae Jinsol,배진솔,배이,12/28/2004,NMIXX,South Korea,0,0,,F,,2004-12-28,18,2004
1560,Jiwoo,Kim Jiwoo,김지우,지우,4/13/2005,NMIXX,South Korea,0,0,,F,,2005-04-13,17,2005
1561,Kyujin,Jang Kyujin,장규진,규진,5/26/2006,NMIXX,South Korea,0,0,,F,,2006-05-26,16,2006
1562,Mashiro,Sakamoto Mashiro,사카모토 마시로,마시로,12/16/1999,Kep1er,Japan,157,0,,F,,1999-12-16,23,1999
1563,Hikaru,Ezaki Hikaru,에자키 히카루,히카루,3/12/2004,Kep1er,Japan,155,0,,F,,2004-03-12,18,2004
1564,Youngeun,Seo Youngeun,서영은,영은,12/27/2004,Kep1er,South Korea,159,0,,F,,2004-12-27,18,2004
1565,Dayeon,Kim Dayeon,김다연,다연,3/2/2003,Kep1er,South Korea,158,0,,F,,2003-03-02,19,2003
1566,Chaehyun,Kim Chaehyun,김채현,채현,4/26/2002,Kep1er,South Korea,160,0,,F,,2002-04-26,20,2002
1567,Bahiyyih,Huening Bahiyyih,휴닝바히에,바히에,7/27/2004,Kep1er,USA,166,0,,F,,2004-07-27,18,2004
1568,XiaoTing,Shen Xiao Ting,션샤오팅,샤오팅,11/12/1999,Kep1er,China,168,0,,F,,1999-11-12,23,1999
1569,Sheon,Kim Suyeon,김수연,션,1/28/2003,Billlie,South Korea,162,0,,F,,2003-01-28,19,2003
1570,Gaeul,Kim Gaeul,김가을,가을,9/24/2002,IVE,South Korea,166,46,Incheon,F,,2002-09-24,20,2002
1571,Rei,Naoi Rei,나오이 레이,레이,2/3/2004,IVE,Japan,169,47,,F,,2004-02-03,18,2004
1572,Liz,Kim Jiwon,김지원,리즈,11/21/2004,IVE,South Korea,170,49,,F,,2004-11-21,18,2004
1573,Leeseo,Lee Hyunseo,이현서,이서,2/21/2007,IVE,South Korea,170,48,,F,,2007-02-21,15,2007
1574,Sitala,Sitala Wongkrachang,시탈라 웡크라창,시탈라,4/23/1996,,Thailand,173,0,,F,,1996-04-23,26,1996
1575,Seoi,Lee Yejin,이예진,서이,2/12/2000,H1-KEY,South Korea,169,0,,F,,2000-02-12,22,2000
1576,Riina,Lee Seunghyeon,이승현,리이나,2/21/2001,H1-KEY,South Korea,172,55,,F,,2001-02-21,21,2001
1577,Yel,Han Shinyoung,한신영,옐,12/25/2004,H1-KEY,South Korea,172,0,,F,,2004-12-25,18,2004
1578,Hanbin,Ngo Ngoc Hung,응오 응옥 흥,한빈,1/19/1998,TEMPEST,Vietnam,176,0,,M,,1998-01-19,24,1998
1579,Hyungseop,Ahn Hyungseop,안형섭,형섭,8/9/1999,TEMPEST,South Korea,173,58,,M,,1999-08-09,23,1999
1580,Hyuk,Koo Bonhyuk,구본혁,혁,4/17/2000,TEMPEST,South Korea,0,0,,M,,2000-04-17,22,2000
1581,Lew,Lee Euiwoong,이의웅,루,4/5/2001,TEMPEST,South Korea,170,55,,M,,2001-04-05,21,2001
1582,Hwarang,Son Jaewon,송재원,화랑,4/23/2001,TEMPEST,South Korea,179,61,,M,,2001-04-23,21,2001
1583,Eunchan,Choi Byeongseop,최병섭,은찬,2/27/2001,TEMPEST,South Korea,184,0,,M,,2001-02-27,21,2001
1584,Taerae,Kim Taerae,김태래,태래,9/5/2002,TEMPEST,South Korea,0,0,,M,,2002-09-05,20,2002
1585,Hana,Hayase Hana,하야세 하나,하나,2/27/2000,ILY:1,Japan,165,0,,F,,2000-02-27,22,2000
1586,Ara,Lee Yunji,이윤지,아라,1/23/2002,ILY:1,South Korea,158,0,,F,,2002-01-23,20,2002
1587,Rona,Chang Ching,장찡,로나,6/5/2002,ILY:1,Taiwan,165,0,Taipei,F,,2002-06-05,20,2002
1588,Ririka,Kishida Ririka,키시다 리리카,리리카,7/2/2002,ILY:1,Japan,162,0,,F,,2002-07-02,20,2002
1589,Nayu,Kim Yewon,김예원,나유,7/23/2002,ILY:1,South Korea,0,0,,F,,2002-07-23,20,2002
1590,Elva,Lee Yonghwa,이용화,엘바,5/5/2003,ILY:1,South Korea,0,0,,F,,2003-05-05,19,2003
1591,Lily,Lily Jin Morrow,릴리 진 머로우,릴리,10/17/2002,NMIXX,Australia,0,0,Marysville,F,,2002-10-17,20,2002
1592,Haewon,Oh Haewon,오해원,해원,2/25/2003,NMIXX,South Korea,0,0,,F,,2003-02-25,19,2003
1593,Alice,Cheon Jaeyoung,천재영,앨리스,2/20/2002,TRACER,South Korea,0,0,,F,,2002-02-20,20,2002
1594,Genie,Cho Heejin,조희진,지니,3/19/2002,TRACER,South Korea,0,0,,F,,2002-03-19,20,2002
1595,Sowon,Nam Soeun,남소은,소원,12/13/2004,TRACER,South Korea,0,0,,F,,2004-12-13,18,2004
1596,Yubeen,Jin Yubeen,진유빈,유빈,9/5/2006,TRACER,South Korea,0,0,,F,,2006-09-05,16,2006
1597,Jimin,Won Jimin,원지민,지민,11/25/2007,CLASS:y,South Korea,171,0,,F,,2007-11-25,15,2007
1598,Seonyu,Kim Seonyu,김선유,선유,3/20/2008,CLASS:y,South Korea,159,0,,F,,2008-03-20,14,2008
1599,Hyeju,Hong Hyeju,홍혜주,혜주,12/9/2003,CLASS:y,South Korea,166,0,Seoul,F,,2003-12-09,19,2003
1600,Riwon,Kim Riwon,김리원,리원,1/11/2007,CLASS:y,South Korea,156,0,,F,,2007-01-11,15,2007
1601,Boeun,Park Boeun,박보은,보은,2/11/2008,CLASS:y,South Korea,155,0,,F,,2008-02-11,14,2008
1602,Chaewon,Yoon Chaewon,윤채원,채원,6/4/2003,CLASS:y,South Korea,163,0,,F,,2003-06-04,19,2003
1603,DK,Kim Dokyun,김도균,닥,2/16/1998,BLANK2Y,South Korea,0,0,,M,,1998-02-16,24,1998
1604,Siwoo,Park Siwoo,박시우,시우,2/5/2001,BLANK2Y,South Korea,174,54,,M,,2001-02-05,21,2001
1605,Mikey,Morisaki Daisuke,모리사키 다이스케,마이키,5/5/2001,BLANK2Y,Japan,176,58,Hyogo,M,,2001-05-05,21,2001
1606,U,Sun Hengyu,쑨헝위,유,6/22/2001,BLANK2Y,China,0,0,,M,,2001-06-22,21,2001
